Country Code,IMF Country Code,Country,Indicator Type,Series Name,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,,,,,,,,,,,,,,,,,,,,,,,,
SAU,456,Saudi Arabia,Rate,GDP deflator Index growth rate,-24.4,10.5,1.1,11.4,150.4,12.1,16.6,8.1,10.1,23.1,37.8,11.7,6.3,1.2,-0.9,-1.0,-26.9,6.7,-8.9,8.6,7.1,-2.3,-0.3,-1.7,1.1,5.8,7.8,3.5,-13.9,14.5,10.9,-1.6,6.0,2.3,11.1,20.1,11.6,8.4,17.7,-15.7,17.2,15.5,4.0,-1.2,-2.3,-16.9,-3.0,7.6,11.5,0.5,-7.7,14.8,14.8,-4.6,,,,,,,,,,,,,,,,,,,,,,,,
SDN,732,Sudan,Rate,GDP deflator Index growth rate,4.0,1.4,13.4,15.3,26.1,24.0,1.7,16.6,19.3,16.8,21.6,21.1,1.2,37.9,30.8,24.2,31.3,70.3,22.9,73.9,32.2,63.6,61.8,169.3,99.5,106.9,155.5,45.2,25.6,18.3,15.1,8.6,10.9,9.8,17.3,18.0,7.7,15.3,8.9,1.9,22.7,26.3,30.1,36.4,34.1,12.8,42.0,15.7,61.8,52.0,164.2,235.5,184.3,210.4,,,,,,,,,,,,,,,,,,,,,,,,
SEN,722,Senegal,Rate,GDP deflator Index growth rate,2.8,3.9,6.1,11.3,16.6,31.7,1.1,11.3,9.1,7.3,23.4,11.0,9.8,9.3,7.8,9.0,5.7,-1.6,-1.4,1.5,0.0,-0.7,-0.9,-0.4,33.0,7.6,5.2,3.5,3.7,1.7,1.3,7.0,1.9,-0.9,-0.1,4.7,2.9,6.6,8.2,-1.7,1.6,3.9,3.3,1.2,-1.5,1.1,1.0,0.6,-0.8,1.9,2.1,2.4,10.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,
SGP,576,Singapore,Rate,GDP deflator Index growth rate,1.5,4.9,5.7,13.2,16.3,2.9,1.7,2.0,4.0,5.2,11.1,5.9,4.5,3.2,0.8,-1.5,-1.3,0.5,5.4,4.2,4.7,4.4,1.4,3.5,3.5,3.2,1.5,1.1,-1.3,-3.6,3.9,-1.8,-0.9,-1.8,4.1,1.9,1.8,5.9,-1.4,3.0,1.1,1.1,0.5,-0.5,-0.3,3.1,0.6,3.0,3.3,-0.6,-2.9,4.0,9.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,
SLB,813,Solomon Islands,Rate,GDP deflator Index growth rate,4.2,5.8,6.8,3.2,19.0,10.1,4.2,8.7,9.0,11.3,8.2,13.1,13.0,6.9,10.9,9.4,5.1,11.5,16.8,3.5,34.1,7.2,13.2,17.0,27.9,9.5,12.1,8.5,11.2,7.7,5.6,9.9,11.3,6.3,5.4,14.3,8.8,10.9,7.9,6.7,6.0,9.5,7.2,1.7,3.9,3.6,0.0,1.4,2.9,1.3,3.8,4.0,1.1,3.9,,,,,,,,,,,,,,,,,,,,,,,,
SLE,724,Sierra Leone,Rate,GDP deflator Index growth rate,6.4,-1.3,5.5,5.7,14.4,19.9,17.2,8.3,12.9,32.8,11.2,16.7,17.1,34.1,50.9,85.5,135.7,80.2,53.5,61.0,37.0,154.5,63.2,28.4,18.5,36.6,75.3,16.8,27.0,25.0,6.1,-5.6,-3.9,13.1,12.8,16.6,12.3,6.8,10.0,7.8,17.2,17.4,12.0,6.9,1.8,19.6,5.8,8.9,14.0,8.6,13.9,6.7,6.7,40.3,,,,,,,,,,,,,,,,,,,,,,,,
SLV,253,El Salvador,Rate,GDP deflator Index growth rate,4.8,0.4,1.6,6.4,16.9,19.2,7.0,11.8,0.9,14.2,7.9,-6.5,5.4,-5.7,-27.8,-3.4,0.5,-0.8,14.6,13.2,45.1,7.4,3.4,8.6,9.8,10.9,6.6,3.4,4.2,1.0,3.3,3.3,1.5,3.0,2.7,4.3,4.3,4.4,3.5,-0.1,2.6,5.9,2.5,0.6,1.0,1.3,0.7,1.0,2.1,1.1,-0.4,6.1,7.6,3.3,,,,,,,,,,,,,,,,,,,,,,,,
SMR,135,San Marino,Rate,GDP deflator Index growth rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,1.6,2.6,2.8,2.3,2.5,2.0,1.7,2.0,-2.0,2.7,0.8,1.8,0.4,3.3,2.0,0.3,-1.1,1.3,1.7,2.0,0.6,1.2,0.9,1.0,4.1,,,,,,,,,,,,,,,,,,,,,,,,
SOM,726,Somalia,Rate,GDP deflator Index growth rate,0.7,1.8,12.0,11.6,13.1,16.9,14.7,9.8,14.6,13.0,100.9,20.1,26.8,32.0,71.7,29.6,33.5,32.7,69.8,97.4,215.5,,,,,,,,,,,,,,,,,,,,,,2.0,5.8,-0.5,-1.3,0.8,5.9,1.8,1.8,1.0,7.7,7.7,9.0,,,,,,,,,,,,,,,,,,,,,,,,
SRB,942,Serbia,Rate,GDP deflator Index growth rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.2,18.0,12.6,9.1,15.5,12.4,8.7,9.1,7.9,5.7,8.9,6.2,5.1,2.6,1.8,1.6,3.0,2.0,2.4,1.8,5.9,9.6,12.3,,,,,,,,,,,,,,,,,,,,,,,,
SSD,733,South Sudan,Rate,GDP deflator Index growth rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.3,2.6,0.0,16.7,259.3,156.4,69.5,-1.7,16.1,29.2,96.3,58.0,,,,,,,,,,,,,,,,,,,,,,,,
STP,716,São Tomé and Principe,Rate,GDP deflator Index growth rate,4.3,-5.8,3.2,19.1,2.5,-0.8,0.8,-4.8,4.7,-0.5,24.6,26.3,-0.5,0.5,15.7,-2.2,28.7,44.6,33.3,39.4,42.3,25.3,39.6,75.4,74.2,50.1,99.2,39.1,16.0,7.9,10.0,1.0,11.9,15.5,11.6,19.2,15.1,14.2,30.5,7.6,12.5,7.8,13.6,10.7,8.2,5.1,5.1,2.0,2.6,5.7,4.0,5.3,5.3,17.1,,,,,,,,,,,,,,,,,,,,,,,,
SUR,366,Suriname,Rate,GDP deflator Index growth rate,2.6,0.2,3.3,13.0,16.9,8.4,10.1,9.7,4.6,8.4,8.6,11.1,7.5,2.3,2.3,0.0,6.7,18.8,7.0,14.8,45.7,33.3,30.9,144.9,498.6,239.7,1.3,0.3,17.5,72.6,64.4,35.2,31.1,22.4,13.3,14.0,11.6,6.4,15.5,6.5,7.2,13.8,10.7,0.4,1.6,-2.1,26.2,21.4,4.7,6.4,29.9,56.1,57.6,51.4,,,,,,,,,,,,,,,,,,,,,,,,
SVK,936,Slovak Republic,Rate,GDP deflator Index growth rate,,,,,,,,,,,,,,,,,,,,,,,,,13.5,8.9,4.2,6.3,4.9,7.2,9.5,5.1,3.9,5.3,5.7,2.5,2.9,1.1,2.9,-1.2,0.5,1.7,1.3,0.5,-0.2,-0.2,-0.5,1.2,2.0,2.5,2.5,2.4,7.0,10.1,,,,,,,,,,,,,,,,,,,,,,,,
SVN,961,Slovenia,Rate,GDP deflator Index growth rate,,,,,,,,,,,,,,,,,,,,,,,,17.8,10.1,12.2,11.0,8.4,7.4,6.5,5.6,8.7,7.6,5.6,3.4,1.5,2.2,4.2,4.5,3.4,-1.0,1.0,0.5,1.6,0.5,1.0,0.9,1.5,2.2,2.3,1.3,2.6,6.7,9.0,,,,,,,,,,,,,,,,,,,,,,,,
SWE,144,Sweden,Rate,GDP deflator Index growth rate,7.1,7.3,7.1,7.1,8.3,14.9,11.8,11.0,10.0,7.5,16.4,4.5,8.0,9.9,7.7,6.3,6.2,4.8,6.7,7.9,9.3,8.2,1.1,2.4,2.6,3.8,1.0,1.5,0.8,0.9,1.5,2.5,1.5,1.7,0.3,0.7,1.8,2.8,3.2,2.4,0.9,1.1,1.0,0.9,1.7,2.1,1.5,2.1,2.4,2.7,1.4,3.0,5.4,5.7,,,,,,,,,,,,,,,,,,,,,,,,
SWZ,734,Swaziland,Rate,GDP deflator Index growth rate,,7.1,9.6,25.2,10.3,4.2,13.6,10.4,10.6,13.6,8.2,11.5,9.1,6.1,10.5,17.1,10.6,6.0,23.2,7.6,10.4,8.9,11.0,16.7,14.9,16.2,8.0,11.3,7.4,5.4,9.9,8.9,8.9,6.0,3.9,6.6,4.0,5.0,10.4,9.8,3.2,5.3,8.8,6.5,7.1,5.6,7.2,2.5,2.8,2.3,4.1,-0.9,-0.9,9.0,,,,,,,,,,,,,,,,,,,,,,,,
SYC,718,Seychelles,Rate,GDP deflator Index growth rate,14.9,9.4,29.5,16.4,8.7,18.7,47.3,25.0,13.1,16.8,19.5,7.3,1.7,3.2,3.1,2.3,5.7,3.7,3.9,2.1,6.4,-2.0,4.7,3.0,2.7,-2.1,-6.1,0.9,10.4,2.1,1.3,6.2,3.6,5.9,24.7,0.5,1.4,11.8,35.0,27.5,-4.2,2.2,11.1,4.0,2.3,2.1,-0.8,4.6,1.9,1.1,3.6,2.7,2.7,-0.9,,,,,,,,,,,,,,,,,,,,,,,,
SYR,463,Syrian Arab Republic,Rate,GDP deflator Index growth rate,,4.9,0.8,20.0,15.4,11.5,11.4,11.8,10.7,15.1,19.1,18.3,1.9,4.9,9.9,3.0,26.1,26.2,29.2,19.5,16.4,4.9,5.3,3.7,15.9,7.0,17.5,9.1,0.4,7.0,13.0,2.9,4.5,-1.9,10.3,12.0,9.1,10.8,16.0,-2.8,7.1,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCD,628,Chad,Rate,GDP deflator Index growth rate,8.5,6.2,2.9,5.4,11.3,15.7,3.3,8.4,9.9,8.2,8.7,69.4,7.3,7.3,17.3,-5.9,-10.4,-5.1,7.8,-0.8,-0.3,-7.0,-4.5,-4.5,50.6,11.0,11.6,3.8,6.7,-7.6,5.3,13.8,1.9,0.1,9.8,23.1,9.9,3.4,8.6,-9.5,6.2,8.4,1.3,-4.2,0.8,-8.0,-1.1,-0.8,2.3,1.5,-2.8,7.2,7.0,-0.5,,,,,,,,,,,,,,,,,,,,,,,,
TGO,742,Togo,Rate,GDP deflator Index growth rate,4.5,6.5,7.7,3.6,12.8,18.0,11.6,22.5,5.6,6.8,14.7,10.6,5.9,16.5,-0.5,3.9,4.6,4.5,0.2,1.0,-2.9,3.0,1.7,-2.6,33.4,-0.8,16.5,11.9,-2.1,2.0,-0.9,1.6,5.0,-2.9,-1.9,5.9,-0.5,5.0,11.8,1.6,0.6,1.1,1.7,1.7,-0.1,3.5,1.5,-0.4,1.4,1.5,1.1,1.7,1.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
THA,578,Thailand,Rate,GDP deflator Index growth rate,-0.1,0.4,4.9,15.5,24.3,5.3,4.1,7.6,8.6,11.6,12.6,8.4,5.1,3.6,1.4,2.2,1.7,4.7,5.9,6.1,5.7,5.3,4.0,2.3,4.7,5.7,4.1,4.4,8.1,-2.6,1.3,1.9,1.7,2.2,3.6,5.1,5.1,2.5,5.1,0.2,4.1,3.7,1.9,1.8,1.4,0.7,2.6,1.9,1.4,0.9,-1.0,1.9,0.8,1.2,,,,,,,,,,,,,,,,,,,,,,,,
TJK,923,Tajikistan,Rate,GDP deflator Index growth rate,,,,,,,,,,,,,,,,,,,,,,,,995.7,266.4,266.8,397.5,101.5,54.1,26.5,24.0,26.2,22.0,29.1,17.0,9.6,20.3,27.9,27.7,12.7,12.5,13.3,11.9,4.3,5.5,0.1,5.3,4.7,5.0,4.5,2.1,7.9,10.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
TKM,925,Turkmenistan,Rate,GDP deflator Index growth rate,,,,,,,,,,,,,,,,,,,,,,,,,981.8,708.4,1174.4,61.6,18.1,23.0,9.8,14.7,8.4,12.1,8.3,7.0,12.3,9.3,59.7,9.7,2.3,12.8,8.3,1.2,0.6,-5.1,-4.9,-1.5,1.2,4.4,3.9,11.8,15.7,-3.0,,,,,,,,,,,,,,,,,,,,,,,,
TLS,537,Timor-Leste,Rate,GDP deflator Index growth rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,5.4,6.8,-10.5,1.8,2.4,8.5,7.3,1.9,10.8,13.0,2.6,19.1,-0.7,7.0,0.2,1.0,-1.4,5.4,1.2,59.3,-3.9,8.0,,,,,,,,,,,,,,,,,,,,,,,,
TON,866,Tonga,Rate,GDP deflator Index growth rate,,,,,,,,,,,,-3.5,0.1,4.4,-24.9,11.3,9.0,12.4,10.9,7.0,3.9,10.6,11.7,7.5,0.9,-4.9,3.0,-0.1,2.8,6.6,2.8,5.0,7.6,11.4,8.3,8.0,18.3,4.4,4.5,5.0,7.7,0.5,4.2,-2.4,0.0,5.3,3.1,5.6,5.1,7.7,0.2,-1.9,-1.9,10.0,,,,,,,,,,,,,,,,,,,,,,,,
TTO,369,Trinidad and Tobago,Rate,GDP deflator Index growth rate,2.5,3.5,9.3,14.8,22.0,17.0,10.6,16.4,9.2,22.1,22.7,7.2,12.2,6.3,6.0,1.2,-1.3,4.9,4.2,7.2,15.5,1.6,-6.9,6.7,15.6,4.2,1.9,-3.5,-1.9,4.3,12.0,3.1,-4.5,10.9,9.6,13.4,0.9,13.4,23.7,-26.8,12.4,15.3,0.9,3.7,1.7,-11.4,-0.6,4.8,5.6,-1.0,0.6,17.5,17.5,-8.3,,,,,,,,,,,,,,,,,,,,,,,,
TUN,744,Tunisia,Rate,GDP deflator Index growth rate,1.1,6.0,1.9,4.7,4.1,9.5,5.4,8.8,6.5,10.4,12.8,11.4,16.0,13.5,6.5,3.8,3.5,5.2,7.4,7.8,5.2,6.5,5.9,4.0,4.0,5.0,4.3,4.8,3.1,3.4,3.7,3.9,2.3,2.7,3.4,4.2,3.8,2.1,6.3,3.0,3.8,4.3,4.8,3.9,4.6,3.5,4.7,4.8,7.9,7.1,6.1,4.5,4.5,10.5,,,,,,,,,,,,,,,,,,,,,,,,
TUR,186,Turkey,Rate,GDP deflator Index growth rate,8.6,16.9,11.0,21.9,29.0,21.3,15.6,24.1,47.5,76.7,93.0,50.0,33.3,25.0,60.0,50.0,41.7,35.3,65.2,76.3,58.2,58.5,63.7,68.0,106.3,87.3,77.8,81.5,75.7,54.3,49.4,53.0,37.6,23.3,12.4,7.1,9.4,6.2,12.0,5.4,7.0,8.2,7.4,6.3,7.4,7.8,8.1,11.0,16.5,13.9,14.7,29.0,95.4,69.0,,,,,,,,,,,,,,,,,,,,,,,,
TUV,869,Tuvalu,Rate,GDP deflator Index growth rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,3.4,2.2,5.7,0.7,4.1,-0.1,3.5,0.7,2.5,0.8,0.8,2.0,4.9,4.6,7.7,1.1,6.8,3.4,2.4,2.0,4.7,6.3,,,,,,,,,,,,,,,,,,,,,,,,
TWN,528,Taiwan Province of China,Rate,GDP deflator Index growth rate,,,,,,,,,,,,10.7,2.5,2.7,1.3,0.0,4.9,0.0,0.1,2.6,5.1,3.5,3.2,3.5,1.7,2.4,2.3,2.2,3.3,-1.9,-0.9,-0.6,-0.4,-1.4,-0.7,-1.5,-1.2,-0.5,-2.6,0.1,-1.3,-2.2,0.7,1.5,1.7,3.4,0.8,-0.8,-0.6,0.1,1.3,2.9,2.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,
TZA,738,Tanzania,Rate,GDP deflator Index growth rate,,,,,,,,,,,,19.0,20.3,13.0,14.0,21.9,23.7,27.7,47.2,20.5,22.5,28.1,25.4,24.5,31.2,26.9,19.3,20.7,28.7,9.6,7.6,5.3,7.1,8.5,7.0,6.4,16.5,5.9,15.9,9.3,9.2,11.5,10.7,9.7,6.1,7.6,7.5,2.6,1.6,1.4,3.5,4.4,6.7,7.0,,,,,,,,,,,,,,,,,,,,,,,,
UGA,746,Uganda,Rate,GDP deflator Index growth rate,11.6,6.6,9.1,14.4,23.6,43.3,16.7,80.8,26.0,67.6,34.8,60.0,50.0,38.9,102.0,109.9,110.8,181.9,189.8,115.4,44.3,18.0,36.5,16.8,10.2,8.5,4.5,7.9,5.7,3.3,7.8,-0.8,2.8,6.6,7.4,3.6,8.6,8.3,15.7,17.4,2.2,19.9,9.1,3.8,2.2,-1.6,9.0,1.8,4.8,1.5,4.3,2.5,9.0,13.4,,,,,,,,,,,,,,,,,,,,,,,,
UKR,926,Ukraine,Rate,GDP deflator Index growth rate,,,,,,,,,,,,,,,,,,,,,,,,2750.0,908.8,416.2,66.1,18.1,12.0,27.4,23.1,6.3,5.3,8.2,15.3,24.1,14.8,22.9,29.1,12.6,13.7,14.2,7.8,4.3,15.9,38.9,17.1,22.0,15.4,8.1,7.4,25.1,34.6,20.2,,,,,,,,,,,,,,,,,,,,,,,,
URY,298,Uruguay,Rate,GDP deflator Index growth rate,4.2,31.7,69.2,191.6,28.5,66.0,47.3,55.6,46.8,79.2,54.8,33.3,15.0,43.5,54.5,72.5,71.6,72.8,62.1,75.4,124.1,100.8,59.6,47.9,39.0,41.0,26.4,19.3,12.6,5.4,3.4,4.4,11.8,14.8,10.5,1.3,6.5,9.4,8.0,7.7,4.9,9.0,8.6,8.2,9.4,9.0,7.3,5.0,7.1,9.0,8.5,10.0,4.5,4.2,,,,,,,,,,,,,,,,,,,,,,,,
USA,111,United States,Rate,GDP deflator Index growth rate,5.3,5.1,4.3,5.5,9.0,9.3,5.5,6.2,7.0,8.3,9.0,9.5,6.2,3.9,3.6,3.2,2.0,2.5,3.5,3.9,3.7,3.4,2.3,2.4,2.1,2.1,1.8,1.7,1.1,1.4,2.2,2.2,1.6,1.9,2.7,3.1,3.0,2.7,1.9,0.8,1.2,2.1,1.9,1.8,1.9,1.0,1.0,1.9,2.4,1.8,1.2,4.5,6.5,3.7,,,,,,,,,,,,,,,,,,,,,,,,
XKX,967,Kosovo,Rate,GDP deflator Index growth rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,1.8,-1.6,-4.4,-0.7,0.5,2.4,7.4,1.2,4.7,4.8,2.2,1.8,3.3,0.2,0.4,1.4,1.0,0.6,2.2,6.1,3.6,,,,,,,,,,,,,,,,,,,,,,,,,
UZB,927,Uzbekistan,Rate,GDP deflator Index growth rate,,,,,,,,,,,,,,,,,,,,,,,,900.0,1190.0,370.5,70.5,66.1,39.0,44.2,47.3,45.2,45.4,26.7,16.0,21.4,21.3,24.0,22.9,20.2,18.9,21.5,15.5,11.7,14.3,10.4,8.7,19.4,27.5,18.6,11.9,13.6,13.5,12.2,,,,,,,,,,,,,,,,,,,,,,,,
VCT,364,St. Vincent and the Grenadines,Rate,GDP deflator Index growth rate,6.8,6.8,6.8,6.8,6.8,6.8,11.3,10.2,12.2,13.7,12.5,19.3,8.6,4.1,4.9,3.4,4.8,8.5,1.0,3.6,6.8,3.7,1.8,-0.6,2.3,2.2,3.8,1.1,2.8,2.4,-0.4,6.7,1.0,-3.1,4.0,2.9,3.0,8.4,0.0,-0.9,4.4,-0.3,1.1,2.2,-0.3,2.4,0.6,1.3,0.2,1.4,-0.5,2.3,-0.4,3.5,,,,,,,,,,,,,,,,,,,,,,,,
VEN,299,"Venezuela, RB",Rate,GDP deflator Index growth rate,4.4,8.2,6.3,11.2,50.1,2.3,6.2,8.4,6.1,21.9,28.0,13.6,-0.6,10.6,12.7,9.7,3.3,31.7,21.0,100.4,41.8,21.5,28.2,31.6,62.9,51.8,115.5,33.9,18.9,26.2,29.5,8.0,33.0,34.9,34.0,29.6,17.9,15.4,30.1,7.8,45.9,28.1,14.1,35.5,40.4,182.7,321.3,748.1,65374.1,19906.0,2355.1,1221.5,1203.2,325.2,,,,,,,,,,,,,,,,,,,,,,,,
VNM,582,Vietnam,Rate,GDP deflator Index growth rate,,,,,,,,,,,,0.0,150.0,40.0,71.4,100.0,475.0,317.4,307.6,133.7,42.2,72.8,32.6,17.4,17.0,17.0,8.7,6.6,8.8,5.7,3.4,1.9,4.0,6.7,17.9,9.0,8.6,9.6,22.7,6.2,12.1,21.4,9.1,4.0,3.7,-1.7,1.8,4.4,3.8,2.2,0.4,2.8,3.7,1.9,,,,,,,,,,,,,,,,,,,,,,,,
VUT,846,Vanuatu,Rate,GDP deflator Index growth rate,5.7,4.5,6.0,13.0,17.1,7.0,0.3,4.7,6.7,25.6,12.5,15.7,8.1,2.8,12.2,-3.4,-3.0,16.5,9.8,6.5,-1.0,10.3,2.8,2.1,2.3,1.7,2.1,3.2,4.6,3.1,2.2,3.6,2.9,0.8,2.1,0.4,3.9,5.8,7.2,2.6,1.5,2.8,-0.5,3.0,1.4,5.9,1.6,5.4,3.2,2.6,1.8,0.7,0.7,11.3,,,,,,,,,,,,,,,,,,,,,,,,
WSM,862,Samoa,Rate,GDP deflator Index growth rate,3.0,4.6,7.7,12.0,24.9,8.8,5.0,14.4,-2.2,11.8,21.9,16.3,21.0,17.8,15.7,8.7,1.0,4.2,6.3,5.5,40.1,3.1,8.0,5.3,-26.1,40.3,-1.0,12.0,8.8,0.4,2.1,3.4,1.5,2.5,7.1,4.0,5.3,7.5,9.1,1.7,-4.3,0.4,3.6,1.0,-0.2,4.2,1.2,-0.1,2.0,2.2,0.3,-0.4,-0.2,8.8,,,,,,,,,,,,,,,,,,,,,,,,
YEM,474,"Yemen, Rep.",Rate,GDP deflator Index growth rate,,,,,,,,,,,,,,,,,,,,,,12.0,13.2,16.4,20.8,45.7,36.8,13.3,-8.3,33.5,23.3,2.7,8.7,10.9,14.1,18.5,13.6,10.9,20.4,-8.7,23.6,18.1,5.9,9.2,7.2,46.5,0.1,18.6,14.9,6.6,24.6,48.7,29.9,-2.9,,,,,,,,,,,,,,,,,,,,,,,,
ZAF,199,South Africa,Rate,GDP deflator Index growth rate,4.3,6.0,11.1,18.4,15.9,10.8,10.4,11.2,11.6,15.1,24.9,10.1,14.0,16.5,11.5,16.8,17.2,14.5,15.1,17.2,15.5,15.7,14.6,13.0,9.5,10.2,7.9,7.9,7.8,7.1,8.8,7.6,12.2,5.8,6.5,5.4,6.3,8.8,8.8,7.5,6.4,6.5,5.3,6.2,5.5,5.2,7.2,5.3,3.9,4.0,5.3,6.2,4.8,4.4,,,,,,,,,,,,,,,,,,,,,,,,
ZMB,754,Zambia,Rate,GDP deflator Index growth rate,2.6,6.0,5.1,6.5,8.1,10.1,18.8,19.8,12.7,21.9,10.9,12.5,11.1,10.0,18.2,46.2,84.2,45.7,43.1,86.3,107.4,94.0,155.6,160.4,74.3,30.6,24.3,25.4,16.9,17.9,32.6,25.3,19.4,17.6,19.7,16.7,14.5,13.0,10.6,5.6,14.0,11.1,7.0,9.7,5.4,6.7,13.6,10.1,7.4,7.6,17.1,27.6,8.7,6.7,,,,,,,,,,,,,,,,,,,,,,,,
ZWE,698,Zimbabwe,Rate,GDP deflator Index growth rate,-12.1,6.2,13.5,20.5,12.9,11.9,-1.7,8.5,2.5,15.2,12.7,6.6,3.9,-10.5,-16.6,-17.0,8.0,7.2,7.8,0.8,-0.9,-6.8,-14.1,-3.8,-3.9,3.0,9.0,-2.9,-27.0,8.0,0.6,-0.1,2.7,8.8,7.6,5.1,-2.0,0.9,1.3,95.4,4.1,2.6,4.0,9.4,-0.3,0.6,2.2,2.4,5.2,-4.0,569.0,113.3,113.0,812.2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Note: For those countries where annual data are not yet available for 2023, annual averages of quarterly growth in 2023 with available data or the projections by the IMF World Economic Outlook (April 2024) are included instead. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
